AX,AY,AZ,GX,GY,GZ,Result
0.0,0.0,0.0,-0.19,-0.11,-0.05,1
0.0,0.0,0.0,-0.27,-0.33,-0.04,1
0.0,0.0,0.0,-0.29,-0.38,-0.02,1
-1.32,-1.62,-3.94,-0.27,-0.35,0.13,1
0.0,0.0,0.0,-0.34,-0.46,0.0,1
0.0,0.0,0.0,-0.21,-0.49,-0.15,1
0.0,0.0,0.0,-0.1,-0.52,-0.27,1
0.0,0.0,0.0,-0.23,-0.5,-0.35,1
0.0,0.0,0.0,-0.15,-0.4,-0.4,1
0.0,0.0,0.0,-0.18,-0.23,-0.4,1
0.0,0.0,0.0,-0.07,-0.42,-0.54,1
-1.26,-0.56,-4.12,-0.12,0.37,0.02,1
-2.66,-1.01,-4.77,-0.31,-0.26,0.0,1
-1.0,-0.63,-4.64,-0.09,-0.51,-0.19,1
0.5,-2.84,-5.41,-0.03,-0.11,0.17,1
-1.26,-1.16,-5.34,-0.2,0.01,0.14,1
-0.53,-0.26,-5.24,-0.01,-0.53,-0.09,1
-0.39,-0.56,-5.18,0.04,-0.09,-0.29,1
-1.03,-0.93,-5.47,-0.07,0.18,-0.36,1
-1.39,-0.89,-5.01,-0.04,0.14,-0.39,1
0.0,0.0,0.0,0.05,0.23,-0.39,1
0.0,0.0,0.0,0.16,0.5,-0.45,1
0.0,0.0,0.0,0.3,0.71,-0.59,1
0.0,0.0,0.0,0.11,0.44,-0.34,1
-1.11,-0.21,-4.79,0.11,0.38,-0.19,1
-1.72,-0.83,-4.82,-0.01,0.47,-0.29,1
-1.5,-1.4,-4.48,-0.04,0.39,-0.26,1
-1.21,-0.26,-3.88,-0.17,0.51,-0.03,1
-1.58,-1.58,-3.44,-0.01,0.3,-0.01,1
0.0,0.0,0.0,-0.03,0.06,0.01,1
0.0,0.0,0.0,0.1,0.23,-0.15,1
0.0,0.0,0.0,0.14,0.08,-0.16,1
0.0,0.0,0.0,-0.0,0.09,-0.3,1
0.0,0.0,0.0,-0.08,0.14,-0.4,1
0.0,0.0,0.0,-0.24,-0.08,-0.3,1
-1.66,-3.46,-4.41,0.03,-0.27,-0.36,1
0.0,0.0,0.0,-0.16,0.01,0.05,1
0.0,0.0,0.0,0.08,-0.1,-0.18,1
-1.61,-1.14,-5.09,0.04,0.12,-0.13,1
-1.46,-0.66,-5.16,-0.15,-0.02,0.19,1
0.0,0.0,0.0,0.01,-0.21,-0.01,1
0.0,0.0,0.0,-0.0,0.34,0.04,1
0.0,0.0,0.0,-0.09,-0.12,-0.15,1
0.0,0.0,0.0,-0.05,-0.01,-0.59,1
0.0,0.0,0.0,0.07,0.01,-0.74,1
0.0,0.0,0.0,0.09,0.29,-0.6,1
-2.43,-1.71,-4.4,0.12,0.25,-0.48,1
-2.01,-2.19,-4.86,0.19,0.33,-0.34,1
0.0,0.0,0.0,-0.03,0.28,-0.11,1
0.0,0.0,0.0,-0.09,-0.26,-0.14,1
0.0,0.0,0.0,-0.15,-0.09,-0.13,1
0.0,0.0,0.0,-0.28,-0.3,-0.01,1
0.0,0.0,0.0,-0.33,-0.37,0.03,1
0.0,0.0,0.0,-0.25,-0.35,-0.03,1
0.0,0.0,0.0,0.01,-0.28,-0.06,1
0.0,0.0,0.0,-0.08,-0.12,-0.03,1
0.0,0.0,0.0,-0.09,-0.1,-0.12,1
0.0,0.0,0.0,0.14,0.0,-0.14,1
0.0,0.0,0.0,-0.02,0.19,-0.18,1
0.0,0.0,0.0,-0.02,0.24,-0.13,1
-2.64,-0.35,-4.18,-0.06,0.3,-0.26,1
-2.95,-0.22,-3.57,-0.06,0.07,-0.48,1
-1.56,-1.73,-4.38,0.07,0.28,-0.5,1
-2.39,-3.82,-5.0,-0.08,0.19,-0.29,1
0.0,0.0,0.0,-0.09,0.28,-0.18,1
-1.24,-0.3,-4.91,-0.04,0.28,-0.26,1
-1.65,-1.16,-4.98,-0.07,0.24,-0.49,1
0.0,0.0,0.0,-0.04,0.12,-0.43,1
0.0,0.0,0.0,-0.02,0.04,-0.22,1
0.0,0.0,0.0,0.06,0.02,-0.18,1
0.0,0.0,0.0,0.19,0.42,-0.19,1
0.0,0.0,0.0,-0.13,0.13,-0.07,1
0.0,0.0,0.0,-0.03,-0.05,-0.22,1
0.0,0.0,0.0,0.0,0.13,-0.28,1
0.0,0.0,0.0,-0.05,0.03,-0.23,1
0.0,0.0,0.0,-0.03,-0.1,-0.34,1
0.0,0.0,0.0,-0.01,-0.06,-0.36,1
0.0,0.0,0.0,-0.0,0.0,-0.3,1
0.0,0.0,0.0,-0.07,-0.07,-0.28,1
0.0,0.0,0.0,-0.14,0.1,-0.19,1
0.0,0.0,0.0,-0.17,-0.18,-0.15,1
0.0,0.0,0.0,0.02,0.02,-0.16,1
0.0,0.0,0.0,-0.07,0.02,-0.1,1
0.0,0.0,0.0,-0.04,0.01,-0.02,1
0.0,0.0,0.0,-0.01,0.04,-0.03,1
0.0,0.0,0.0,-0.12,0.06,-0.03,1
0.0,0.0,0.0,-0.07,-0.2,-0.1,1
0.0,0.0,0.0,-0.28,-0.04,-0.02,1
0.0,0.0,0.0,-0.23,-0.04,-0.2,1
0.0,0.0,0.0,-0.11,-0.19,-0.37,1
0.0,0.0,0.0,-0.08,-0.3,-0.39,1
0.0,0.0,0.0,-0.07,-0.42,-0.49,1
0.0,0.0,0.0,-0.28,-0.35,-0.17,1
0.0,0.0,0.0,-0.08,-0.8,-0.29,1
-1.53,-1.66,-5.22,-0.11,-0.27,-0.23,1
-1.19,-1.15,-5.35,-0.18,-0.04,0.09,1
-1.05,-2.16,-6.07,-0.19,-0.25,-0.2,1
-0.79,0.12,-5.85,-0.16,0.12,-0.12,1
-0.58,-0.26,-5.79,-0.13,-0.12,-0.15,1
0.0,0.0,0.0,-0.01,-0.09,-0.62,1
0.0,0.0,0.0,-0.06,-0.12,-0.67,1
0.0,0.0,0.0,-0.1,-0.17,-0.5,1
0.0,0.0,0.0,-0.09,-0.26,-0.49,1
0.0,0.0,0.0,-0.07,-0.24,-0.33,1
0.0,0.0,0.0,-0.0,-0.06,-0.05,1
0.0,0.0,0.0,-0.17,-0.62,-0.05,1
0.0,0.0,0.0,-0.02,-0.37,-0.22,1
0.0,0.0,0.0,-0.12,-0.38,-0.15,1
-1.14,-0.96,-5.28,-0.15,-0.61,-0.17,1
-1.34,-0.54,-5.22,-0.24,-0.74,-0.19,1
-1.17,-0.83,-5.2,-0.25,-0.8,-0.29,1
0.0,0.0,0.0,-0.23,-0.84,-0.24,1
0.0,0.0,0.0,-0.32,-0.8,-0.09,1
0.0,0.0,0.0,-0.33,-0.8,-0.01,1
0.0,0.0,0.0,-0.3,-0.87,-0.03,1
0.0,0.0,0.0,-0.35,-0.82,-0.28,1
0.0,0.0,0.0,-0.27,-0.67,-0.4,1
0.0,0.0,0.0,-0.25,-0.56,-0.31,1
0.0,0.0,0.0,-0.18,-0.63,-0.31,1
0.0,0.0,0.0,-0.24,-0.18,-0.26,1
0.0,0.0,0.0,-0.13,-0.22,-0.31,1
0.0,0.0,0.0,-0.02,0.18,-0.31,1
0.0,0.0,0.0,-0.03,-0.07,-0.1,1
0.0,0.0,0.0,-0.05,0.16,-0.11,1
0.0,0.0,0.0,-0.0,0.05,-0.01,1
0.0,0.0,0.0,0.01,0.1,0.06,1
0.0,0.0,0.0,0.03,0.21,-0.06,1
0.0,0.0,0.0,-0.1,0.01,-0.12,1
0.0,0.0,0.0,-0.04,-0.02,-0.36,1
0.0,0.0,0.0,0.07,0.08,-0.51,1
0.0,0.0,0.0,0.07,0.11,-0.48,1
0.0,0.0,0.0,0.0,0.03,-0.4,1
0.0,0.0,0.0,-0.03,0.05,-0.34,1
0.0,0.0,0.0,-0.05,0.14,-0.3,1
0.0,0.0,0.0,0.01,0.26,-0.21,1
0.0,0.0,0.0,0.01,0.32,-0.18,1
0.0,0.0,0.0,-0.11,-0.13,-0.18,1
0.0,0.0,0.0,-0.15,0.26,-0.18,1
0.0,0.0,0.0,-0.05,0.06,-0.12,1
0.0,0.0,0.0,-0.07,0.08,-0.21,1
0.0,0.0,0.0,-0.02,0.11,-0.23,1
0.0,0.0,0.0,-0.05,0.06,-0.29,1
0.0,0.0,0.0,-0.06,0.1,-0.3,1
0.0,0.0,0.0,-0.07,0.15,-0.21,1
0.0,0.0,0.0,0.23,-0.27,-0.13,1
0.0,0.0,0.0,0.02,0.21,-0.25,1
0.0,0.0,0.0,-0.05,0.44,-0.32,1
0.0,0.0,0.0,-0.04,0.33,-0.11,1
-2.6,-0.7,-4.39,-0.0,0.45,-0.2,1
-2.39,-0.8,-4.36,-0.02,0.32,-0.15,1
-1.84,-1.84,-4.98,0.02,0.1,-0.19,1
-1.63,-1.56,-5.31,-0.04,0.07,-0.01,1
0.0,0.0,0.0,-0.1,0.13,0.02,1
0.0,0.0,0.0,-0.01,0.12,-0.22,1
-0.61,-0.49,-5.7,0.08,0.28,-0.4,1
0.0,0.0,0.0,0.0,0.07,-0.5,1
0.0,0.0,0.0,0.13,0.25,-0.71,1
0.0,0.0,0.0,0.01,0.2,-0.57,1
-1.59,-1.55,-6.15,0.03,0.29,-0.42,1
-1.91,-0.94,-5.81,-0.07,0.31,-0.26,1
0.0,0.0,0.0,-0.13,0.0,-0.22,1
0.0,0.0,0.0,-0.0,-0.14,-0.13,1
0.0,0.0,0.0,0.15,-0.06,-0.34,1
0.0,0.0,0.0,-0.34,-0.12,-0.04,1
0.0,0.0,0.0,-0.14,-0.57,-0.11,1
-0.55,-1.02,-5.15,-0.08,-0.09,-0.03,1
-0.34,-1.14,-5.36,-0.08,-0.47,-0.05,1
0.5,-0.81,-5.49,0.16,-0.03,0.11,1
0.42,-1.17,-4.86,0.14,0.31,-0.01,1
0.0,0.0,0.0,-0.05,0.23,-0.14,1
-1.38,-1.09,-4.25,0.05,0.2,-0.36,1
-2.65,-1.3,-4.43,0.16,0.42,-0.21,1
-2.36,-0.58,-4.06,0.13,0.31,-0.22,1
-2.15,-0.58,-4.53,0.02,0.34,-0.35,1
0.0,0.0,0.0,-0.05,0.28,-0.36,1
0.0,0.0,0.0,-0.37,0.0,-0.42,1
0.0,0.0,0.0,-0.08,0.34,-0.3,1
0.0,0.0,0.0,-0.07,0.19,-0.25,1
0.0,0.0,0.0,0.11,0.05,-0.55,1
-1.13,-1.15,-6.16,-0.0,0.18,-0.37,1
-0.63,-0.94,-5.9,-0.13,-0.02,-0.25,1
0.0,0.0,0.0,-0.08,0.09,-0.26,1
0.0,0.0,0.0,-0.04,-0.0,-0.35,1
0.0,0.0,0.0,-0.04,0.31,-0.32,1
0.0,0.0,0.0,-0.04,0.03,-0.39,1
0.0,0.0,0.0,-0.0,0.23,-0.44,1
0.0,0.0,0.0,0.19,0.21,-0.16,1
-1.79,-1.23,-5.87,0.19,0.34,-0.09,1
-1.7,-0.77,-6.11,0.02,0.3,-0.08,1
-1.45,-3.4,-6.25,0.16,0.2,-0.33,1
0.0,0.0,0.0,-0.23,0.16,-0.07,1
-0.44,-1.69,-4.92,-0.02,-0.15,0.0,1
-1.79,-0.98,-4.87,0.02,0.28,0.25,1
-0.96,-1.68,-4.59,-0.14,-0.01,0.16,1
-0.45,-1.34,-4.64,0.08,0.0,0.22,1
-0.55,-0.47,-4.49,0.11,0.04,-0.03,1
-0.37,-0.87,-4.68,0.24,0.28,-0.29,1
-1.04,-0.39,-4.68,0.22,0.36,-0.51,1
0.0,0.0,0.0,0.18,0.43,-0.74,1
0.0,0.0,0.0,0.09,0.31,-0.78,1
-4.55,-3.56,-5.46,-0.17,0.09,-0.57,1
-2.36,-0.14,-4.54,-0.38,0.08,-0.36,1
-1.35,-0.87,-5.24,-0.05,0.26,-0.34,1
-1.66,-0.75,-4.21,-0.28,0.16,-0.15,1
-1.17,-0.62,-4.52,0.01,0.0,-0.22,1
-0.89,-1.66,-5.14,-0.01,-0.08,-0.05,1
-1.66,-0.8,-5.61,-0.06,-0.14,0.14,1
0.0,0.0,0.0,-0.06,-0.25,0.23,1
0.0,0.0,0.0,0.15,0.05,-0.11,1
0.0,0.0,0.0,-0.05,0.32,-0.05,1
0.0,0.0,0.0,-0.21,-0.22,-0.18,1
0.0,0.0,0.0,-0.24,-0.13,-0.32,1
0.0,0.0,0.0,-0.09,-0.09,-0.47,1
0.0,0.0,0.0,-0.15,-0.23,-0.47,1
0.0,0.0,0.0,-0.18,-0.0,-0.28,1
0.0,0.0,0.0,-0.13,-0.14,-0.24,1
0.0,0.0,0.0,-0.12,-0.0,-0.21,1
0.0,0.0,0.0,0.0,0.04,-0.23,1
0.0,0.0,0.0,-0.0,0.1,-0.25,1
0.0,0.0,0.0,0.0,0.18,-0.3,1
0.0,0.0,0.0,0.0,0.07,-0.5,1
0.0,0.0,0.0,0.03,-0.02,-0.61,1
0.0,0.0,0.0,0.04,-0.04,-0.51,1
0.0,0.0,0.0,-0.01,-0.22,-0.51,1
0.0,0.0,0.0,-0.05,-0.38,-0.39,1
0.0,0.0,0.0,0.01,-0.52,-0.15,1
0.0,0.0,0.0,0.08,-0.68,-0.05,1
0.0,0.0,0.0,0.04,-0.85,0.08,1
0.0,0.0,0.0,-0.2,-0.38,0.22,1
0.0,0.0,0.0,-0.31,-0.83,0.05,1
0.0,0.0,0.0,-0.37,-0.38,0.11,1
0.0,0.0,0.0,-0.36,-0.63,-0.01,1
0.0,0.0,0.0,-0.37,-0.65,-0.19,1
0.0,0.0,0.0,-0.37,-0.6,-0.29,1
0.0,0.0,0.0,-0.24,-0.59,-0.31,1
0.0,0.0,0.0,-0.15,-0.52,-0.36,1
0.0,0.0,0.0,-0.2,-0.65,-0.48,1
0.0,0.0,0.0,-0.11,-0.66,-0.43,1
0.0,0.0,0.0,-0.0,-0.71,-0.16,1
0.0,0.0,0.0,-0.28,-0.77,-0.13,1
0.0,0.0,0.0,0.0,-1.03,-0.22,1
0.0,0.0,0.0,-0.19,-0.98,-0.06,1
0.0,0.0,0.0,0.0,-1.24,0.11,1
-2.61,-0.88,-1.52,-0.12,-1.49,0.87,1
-7.84,-2.2,-6.32,-1.82,-1.49,0.84,1
-6.25,2.41,-4.28,-0.49,-0.54,0.72,1
-4.6,0.53,-4.08,-0.5,-0.12,0.3,1
-5.79,-1.19,-4.65,-0.94,-0.3,-0.2,1
-4.19,0.25,-6.88,-0.93,0.26,-0.63,1
-6.36,0.29,-6.51,-0.86,-0.55,-0.77,1
-4.79,3.54,-5.84,-0.82,-0.69,-0.5,1
-4.62,1.59,-5.69,0.06,-0.45,-0.61,1
-3.31,0.99,-5.17,-0.32,-0.56,-0.12,1
-4.37,0.99,-4.07,-0.21,-0.64,-1.11,1
-0.74,1.39,-6.48,-1.86,0.81,-1.38,1
-1.73,3.23,-7.2,-2.89,1.24,-0.45,1
-14.47,0.79,-9.37,-1.85,1.1,0.57,1
-0.24,2.75,-7.3,-0.1,-0.34,-0.02,1
-5.59,0.74,-7.98,-0.42,-1.2,-1.04,1
-1.49,0.78,-7.45,0.0,-2.24,-1.27,1
-0.48,-1.84,-5.67,-0.19,-1.2,-1.25,1
-3.03,-1.9,-4.88,0.07,-0.46,-0.91,1
-2.88,-1.11,-4.39,-0.18,-0.52,-0.56,1
-2.19,-1.2,-4.37,-0.13,-0.12,-0.31,1
-2.16,-0.0,-4.7,-0.19,-0.13,-0.15,1
-2.33,-0.46,-5.0,-0.23,-0.33,-0.25,1
0.0,0.0,0.0,-0.24,-0.27,-0.31,1
0.0,0.0,0.0,-0.23,-0.19,-0.01,1
0.0,0.0,0.0,-0.1,-0.31,-0.27,1
0.0,0.0,0.0,-0.12,-0.44,-0.25,1
