AX,AY,AZ,GX,GY,GZ,Result
0.0,0.0,0.0,-0.07,0.73,-0.3,0
0.0,0.0,0.0,-0.05,0.76,-0.26,0
0.0,0.0,0.0,-0.09,0.73,-0.25,0
0.0,0.0,0.0,-0.09,0.76,-0.29,0
0.0,0.0,0.0,-0.07,0.75,-0.25,0
0.0,0.0,0.0,-0.06,0.72,-0.19,0
0.0,0.0,0.0,-0.08,0.74,-0.26,0
0.0,0.0,0.0,-0.07,0.75,-0.28,0
0.0,0.0,0.0,-0.06,0.75,-0.25,0
0.0,0.0,0.0,-0.07,0.74,-0.29,0
0.0,0.0,0.0,-0.07,0.74,-0.26,0
0.0,0.0,0.0,-0.07,0.73,-0.27,0
0.0,0.0,0.0,-0.08,0.75,-0.27,0
0.0,0.0,0.0,-0.07,0.79,-0.29,0
0.0,0.0,0.0,-0.07,0.77,-0.29,0
0.0,0.0,0.0,-0.07,0.73,-0.27,0
0.0,0.0,0.0,-0.1,0.75,-0.29,0
0.0,0.0,0.0,-0.09,0.76,-0.28,0
0.0,0.0,0.0,-0.05,0.74,-0.28,0
0.0,0.0,0.0,-0.06,0.75,-0.26,0
0.0,0.0,0.0,-0.09,0.77,-0.3,0
0.0,0.0,0.0,-0.08,0.76,-0.3,0
0.0,0.0,0.0,-0.1,0.75,-0.27,0
0.0,0.0,0.0,-0.0,0.76,-0.27,0
0.0,0.0,0.0,-0.06,0.71,-0.24,0
0.0,0.0,0.0,-0.14,0.74,-0.27,0
0.0,0.0,0.0,-0.13,0.76,-0.27,0
0.0,0.0,0.0,-0.11,0.74,-0.32,0
0.0,0.0,0.0,-0.08,0.74,-0.26,0
0.0,0.0,0.0,-0.06,0.72,-0.26,0
0.0,0.0,0.0,-0.11,0.75,-0.28,0
0.0,0.0,0.0,-0.08,0.76,-0.27,0
0.0,0.0,0.0,-0.06,0.75,-0.28,0
0.0,0.0,0.0,-0.08,0.76,-0.27,0
0.0,0.0,0.0,-0.06,0.75,-0.27,0
0.0,0.0,0.0,-0.05,0.73,-0.26,0
0.0,0.0,0.0,-0.08,0.72,-0.27,0
0.0,0.0,0.0,-0.08,0.72,-0.25,0
0.0,0.0,0.0,-0.09,0.77,-0.28,0
0.0,0.0,0.0,-0.04,0.76,-0.26,0
0.0,0.0,0.0,-0.07,0.73,-0.27,0
0.0,0.0,0.0,-0.08,0.76,-0.28,0
0.0,0.0,0.0,-0.08,0.78,-0.28,0
0.0,0.0,0.0,-0.06,0.74,-0.27,0
0.0,0.0,0.0,-0.06,0.75,-0.25,0
0.0,0.0,0.0,-0.07,0.75,-0.25,0
0.0,0.0,0.0,-0.08,0.75,-0.26,0
0.0,0.0,0.0,-0.13,0.75,-0.27,0
0.0,0.0,0.0,-0.07,0.75,-0.27,0
0.0,0.0,0.0,-0.02,0.75,-0.27,0
0.0,0.0,0.0,-0.11,0.8,-0.32,0
0.0,0.0,0.0,-0.86,0.67,-0.48,0
0.0,0.0,0.0,-1.33,0.79,0.04,0
-0.17,20.63,-4.43,0.55,0.89,-0.28,0
-0.16,19.22,-5.34,0.63,0.81,-0.19,0
-0.91,18.38,-5.48,-0.05,0.65,-0.25,0
-0.94,17.69,-5.37,-0.11,0.67,-0.23,0
-1.04,17.81,-6.15,-0.15,0.71,-0.23,0
0.0,0.0,0.0,-0.06,0.69,-0.26,0
0.0,0.0,0.0,-0.05,0.78,-0.21,0
0.0,0.0,0.0,-0.08,0.76,-0.23,0
0.0,0.0,0.0,-0.07,0.72,-0.22,0
0.0,0.0,0.0,-0.1,0.72,-0.26,0
0.0,0.0,0.0,-0.05,0.73,-0.25,0
0.0,0.0,0.0,-0.09,0.75,-0.26,0
0.0,0.0,0.0,-0.06,0.75,-0.25,0
