AX,AY,AZ,GX,GY,GZ,Result
7.86,18.45,7.17,2.41,1.64,2.09,1
7.99,15.11,8.71,2.42,0.85,2.15,1
13.48,9.8,4.87,3.1,-0.45,2.24,1
6.18,5.98,2.6,2.29,-0.8,1.42,1
-0.08,-2.13,-3.36,1.51,-0.42,1.33,1
5.17,-4.2,3.21,-0.03,0.21,0.29,1
6.09,-0.96,2.11,1.95,0.53,-1.2,1
4.73,-0.63,-0.46,0.54,-0.39,-1.55,1
6.64,6.1,-0.57,-0.64,-0.11,-1.91,1
8.54,16.64,-0.85,-1.6,-0.15,-2.35,1
5.77,19.1,6.88,-1.69,-0.93,-0.8,1
4.64,28.94,-0.36,-1.9,-0.54,-0.3,1
8.28,22.46,-2.48,-1.83,0.76,0.47,1
10.7,15.62,-1.13,-1.98,0.48,-0.13,1
9.12,9.05,3.01,-2.34,0.18,-0.34,1
4.38,11.17,5.96,-1.68,0.91,-0.36,1
-1.19,6.24,8.06,-0.58,0.37,1.07,1
5.85,-3.49,10.7,-0.34,-0.29,1.02,1
1.71,1.91,8.4,1.36,-0.67,-0.48,1
1.13,4.35,6.14,0.95,-0.33,-0.61,1
3.77,11.82,2.84,0.79,0.11,-0.29,1
9.41,14.41,-0.85,2.46,0.63,0.3,1
9.7,18.89,-3.17,2.76,1.05,0.18,1
6.27,20.05,2.99,1.65,1.69,1.18,1
5.18,19.42,5.51,2.49,0.97,0.99,1
9.99,13.72,6.98,2.18,0.99,2.59,1
8.73,7.7,1.43,2.15,0.2,1.96,1
3.49,-2.82,-6.2,0.71,-0.52,0.94,1
1.53,-1.52,7.6,-0.83,0.94,0.93,1
9.17,0.71,-1.88,1.04,0.41,-1.03,1
3.74,0.73,3.15,1.11,-0.22,-0.81,1
6.06,3.65,1.21,0.07,-0.14,-1.7,1
4.59,11.55,0.61,-0.88,-0.02,-2.18,1
4.55,20.94,4.01,-0.85,-0.34,-1.3,1
6.13,22.24,4.05,-1.74,-0.43,-0.13,1
8.54,14.61,0.83,-2.01,-0.02,-0.13,1
8.99,14.5,-2.04,-1.38,-0.04,-0.4,1
9.83,15.09,0.27,-1.89,0.16,-0.06,1
9.84,10.97,2.49,-1.78,0.49,0.23,1
3.46,6.23,7.27,-1.99,0.6,0.34,1
0.41,0.0,8.86,0.67,0.66,1.92,1
7.67,1.67,4.23,0.1,-0.08,0.29,1
1.8,2.63,7.85,0.75,0.28,-0.31,1
2.52,4.99,7.17,1.03,0.2,-0.09,1
7.13,10.46,4.63,1.5,0.59,0.17,1
8.82,15.41,1.91,2.26,0.19,0.27,1
8.82,17.99,0.87,2.14,0.6,0.57,1
5.42,20.26,2.89,0.75,1.48,0.92,1
4.2,17.13,7.61,2.25,1.05,0.93,1
6.97,14.45,7.02,2.86,0.75,2.51,1
8.66,12.72,0.97,1.64,-0.54,2.72,1
6.93,7.53,-3.18,-0.28,-0.46,0.32,1
-1.33,-3.61,0.89,-0.87,-0.8,0.55,1
10.27,-3.4,4.86,0.77,-0.02,0.49,1
3.48,-3.68,0.56,1.64,0.11,-0.46,1
7.15,-1.11,1.5,0.69,0.34,-1.14,1
7.92,7.48,-0.91,-0.71,0.22,-1.73,1
6.05,13.5,3.03,-2.14,0.57,-1.5,1
6.94,17.52,8.46,-1.76,-0.45,-0.62,1
10.12,15.06,2.92,-1.21,-0.04,0.17,1
8.78,15.88,-3.07,-1.43,0.12,-0.81,1
